Filename,Error,Correction,Context_5,Context_10,Context_15
1007162.txt,througth,through,to work because for example ***mask*** this the worker can ask,an the most important ability to work because for example ***mask*** this the worker can ask much money he can have,of the job it is an the most important ability to work because for example ***mask*** this the worker can ask much money he can have a job that it is
1007162.txt,knoledge,knowledge,of fact to have broad ***mask*** of many academic subjects it,of view as a metter of fact to have broad ***mask*** of many academic subjects it can help to have a,advantages also the other point of view as a metter of fact to have broad ***mask*** of many academic subjects it can help to have a big vision of world but
1009245.txt,attenction,attention,be so messages calling our ***mask*** to product of the most,and effective or suppose to be so messages calling our ***mask*** to product of the most various sort what behind their,to define short colourful attracting and effective or suppose to be so messages calling our ***mask*** to product of the most various sort what behind their glittering surfaces that the question
1009245.txt,relieble,reliable,not ask if they are ***mask*** or not if they tell,a time when we should not ask if they are ***mask*** or not if they tell us the truth or an,advertisement maybe ther will be a time when we should not ask if they are ***mask*** or not if they tell us the truth or an amount of lies just look
1009245.txt,teh,the,we have to conclude that ***mask*** single product is not such,we expected to handle and we have to conclude that ***mask*** single product is not such a good staff as it,we find is not what we expected to handle and we have to conclude that ***mask*** single product is not such a good staff as it was supposed to be for
1009747.txt,pruduct,product,inside you understand that the ***mask*** on the box is very,box and see the product inside you understand that the ***mask*** on the box is very different when i was child,but when you open the box and see the product inside you understand that the ***mask*** on the box is very different when i was child and i saw the advertisement
1009747.txt,poduct,product,be that some advertising make ***mask*** seem much better an example,the selling then it can be that some advertising make ***mask*** seem much better an example are the figure of food,the people know majour are the selling then it can be that some advertising make ***mask*** seem much better an example are the figure of food products in the image on
1009747.txt,advertisemets,advertisements,truth there are also some ***mask*** that make seem the products,always used to tell the truth there are also some ***mask*** that make seem the products as they realy are but,but these rules are not always used to tell the truth there are also some ***mask*** that make seem the products as they realy are but these are not much because
1009747.txt,majour,major,selling of the product so ***mask*** are the qualities of the,is made to increase the selling of the product so ***mask*** are the qualities of the product that the people know,a good question the advertisement is made to increase the selling of the product so ***mask*** are the qualities of the product that the people know majour are the selling then
1009747.txt,whethere,whether,***mask*** most advertisements make products,***mask*** most advertisements make products seem much better than they,***mask*** most advertisements make products seem much better than they really are is a good
1009747.txt,unsing,using,used to increase the selling ***mask*** the little child that when,this case the advertising is used to increase the selling ***mask*** the little child that when they see something that looks,it had bad color in this case the advertising is used to increase the selling ***mask*** the little child that when they see something that looks like beautifull they want that
1010711.txt,pubblic,public,reach the most of places ***mask*** trasport are often crowed and,with a car you can reach the most of places ***mask*** trasport are often crowed and so people prefer take their,because cars can give freedom with a car you can reach the most of places ***mask*** trasport are often crowed and so people prefer take their car to reach work place
1010711.txt,costant,constant,are changing for example the ***mask*** increasing of oil cost due,and a lot of things are changing for example the ***mask*** increasing of oil cost due to the increasing request by,transport but time is changing and a lot of things are changing for example the ***mask*** increasing of oil cost due to the increasing request by emergent nations like china india
1010711.txt,trasport,transport,the most of places pubblic ***mask*** are often crowed and so,a car you can reach the most of places pubblic ***mask*** are often crowed and so people prefer take their car,cars can give freedom with a car you can reach the most of places pubblic ***mask*** are often crowed and so people prefer take their car to reach work place university
1010711.txt,incentivate,incentive,see as a priority to ***mask*** the public transport if there,better and so they will see as a priority to ***mask*** the public transport if there is not oil for all,carburant and to use it better and so they will see as a priority to ***mask*** the public transport if there is not oil for all car it is better give
1010903.txt,ovviously,obviously,must have a feedback after ***mask*** they try to show you,to do advertising and they must have a feedback after ***mask*** they try to show you the best things in their,a huge quantity of money to do advertising and they must have a feedback after ***mask*** they try to show you the best things in their products or in their services
1010903.txt,custumer,customer,because they want that the ***mask*** buy them but we also,products or in their services because they want that the ***mask*** buy them but we also must remember that now the,the best things in their products or in their services because they want that the ***mask*** buy them but we also must remember that now the law is very strickt about
1010903.txt,carachteristics,characteristics,a specific target the best ***mask*** of the product or of,advertising means to communicate to a specific target the best ***mask*** of the product or of the service for that focus,meaning of the word advertising advertising means to communicate to a specific target the best ***mask*** of the product or of the service for that focus target the advertisements have to
1010903.txt,strickt,strict,now the law is very ***mask*** about the false advertisement the,we also must remember that now the law is very ***mask*** about the false advertisement the companies have to follow the,the custumer buy them but we also must remember that now the law is very ***mask*** about the false advertisement the companies have to follow the rules and ca tell to
1011083.txt,enivronment,environment,using so to prevent the ***mask*** that however by that day,governmentscould even ban them from using so to prevent the ***mask*** that however by that day will probably be seriously compromised,increase over the years world governmentscould even ban them from using so to prevent the ***mask*** that however by that day will probably be seriously compromised to summarize i think that
1011083.txt,unavalible,unavailable,markets where once they were ***mask*** to almost the totality of,of the world population altogether markets where once they were ***mask*** to almost the totality of people their demanded quantity has,comprehending more than one third of the world population altogether markets where once they were ***mask*** to almost the totality of people their demanded quantity has risen to the sky and
1011083.txt,excracting,extracting,use have been approaching by ***mask*** companies in alaska in the,market or very expensive to use have been approaching by ***mask*** companies in alaska in the north sea through oceanic platforms,very far from any valuable market or very expensive to use have been approaching by ***mask*** companies in alaska in the north sea through oceanic platforms after the traditional sites shortage
1011083.txt,drinving,driving,more and more of them ***mask*** around all over the world,ecological way of transportation having more and more of them ***mask*** around all over the world might even lead to the,what you might call an ecological way of transportation having more and more of them ***mask*** around all over the world might even lead to the worst solution some scientist in
1011083.txt,icreased,increased,effects on global environments have ***mask*** so much cars are not,in the short period pollution effects on global environments have ***mask*** so much cars are not what you might call an,na be worse and worse in the short period pollution effects on global environments have ***mask*** so much cars are not what you might call an ecological way of transportation having
1011083.txt,governmentscould,governments could,increase over the years world ***mask*** even ban them from using,number is still going to increase over the years world ***mask*** even ban them from using so to prevent the enivronment,to think that if their number is still going to increase over the years world ***mask*** even ban them from using so to prevent the enivronment that however by that day
101126.txt,chirch,church,associations not related with the ***mask*** that try to envolve young,our life there are many associations not related with the ***mask*** that try to envolve young people organizing workamps in their,of influence of church in our life there are many associations not related with the ***mask*** that try to envolve young people organizing workamps in their cities and giving them a
101126.txt,associacion,association,reason why this kind of ***mask*** like the sci civil service,same project this is the reason why this kind of ***mask*** like the sci civil service international are getting bigger and,guys to join to the same project this is the reason why this kind of ***mask*** like the sci civil service international are getting bigger and bigger and the number of
1011356.txt,freedoom,freedom,have responsibilities they have more ***mask*** they must go to school,enjoy life because they dont have responsibilities they have more ***mask*** they must go to school do their homeworks and clean,my opinion young people can enjoy life because they dont have responsibilities they have more ***mask*** they must go to school do their homeworks and clean their rooms but they have
1011356.txt,pleaseant,pleasant,facts but only at good ***mask*** and beutiful things and events,look at bad things or facts but only at good ***mask*** and beutiful things and events,older people because they cant look at bad things or facts but only at good ***mask*** and beutiful things and events
1011356.txt,experencies,experiences,people because they had many ***mask*** during their life in conclusion,are more mature than young people because they had many ***mask*** during their life in conclusion i think that young people,in the evening old people are more mature than young people because they had many ***mask*** during their life in conclusion i think that young people can enjoy life more than
1012604.txt,occured,occurred,true how they say it ***mask*** if it could have occured,event occurred but if it true how they say it ***mask*** if it could have occured the way it did and,ca simply believe how an event occurred but if it true how they say it ***mask*** if it could have occured the way it did and which means also to understand
1012604.txt,stament,statement,say i agree with the ***mask*** the reasons why i agree,the other side i would say i agree with the ***mask*** the reasons why i agree with it are mainly three,a side and facts on the other side i would say i agree with the ***mask*** the reasons why i agree with it are mainly three first i think understanding ideas
1015438.txt,particullary,particulary,past a lot of time ***mask*** at the school i think,i ve discussed in the past a lot of time ***mask*** at the school i think that the students often think,this is a question that i ve discussed in the past a lot of time ***mask*** at the school i think that the students often think studying like a great possibility
1015438.txt,experiencies,experiences,to my personal and direct ***mask*** but i can see my,about the job world thanks to my personal and direct ***mask*** but i can see my friends and my brother life,studying so i ca speak about the job world thanks to my personal and direct ***mask*** but i can see my friends and my brother life they have studied for a
1016298.txt,magnifically,magnetically,operation a person that are ***mask*** prepare on one thing will,bring to an excellent final operation a person that are ***mask*** prepare on one thing will arrive at a sicure result,work to do and this bring to an excellent final operation a person that are ***mask*** prepare on one thing will arrive at a sicure result because that is your bred
1016298.txt,sicure,secure,thing will arrive at a ***mask*** result because that is your,are magnifically prepare on one thing will arrive at a ***mask*** result because that is your bred we can also observe,final operation a person that are magnifically prepare on one thing will arrive at a ***mask*** result because that is your bred we can also observe that the most good professors
1016298.txt,athlets,athletes,most good professors scientists nobels ***mask*** are all specialize on that,can also observe that the most good professors scientists nobels ***mask*** are all specialize on that they work and do not,that is your bred we can also observe that the most good professors scientists nobels ***mask*** are all specialize on that they work and do not specialize on many works we
1016298.txt,colloboration,collaboration,can also saw that the ***mask*** of great brains each of,specialize on many works we can also saw that the ***mask*** of great brains each of them specialized on a thing,they work and do not specialize on many works we can also saw that the ***mask*** of great brains each of them specialized on a thing is important in many ways
1016298.txt,nobels,nobles,the most good professors scientists ***mask*** athlets are all specialize on,we can also observe that the most good professors scientists ***mask*** athlets are all specialize on that they work and do,because that is your bred we can also observe that the most good professors scientists ***mask*** athlets are all specialize on that they work and do not specialize on many works
1017877.txt,luky,lucky,have to his part the ***mask*** infact sometimes he made an,successful people the successful people have to his part the ***mask*** infact sometimes he made an activity with much more success,that he could be a successful people the successful people have to his part the ***mask*** infact sometimes he made an activity with much more success than a normal people could
1017877.txt,specking,speaking,born with particular ability in ***mask*** playing in general and to,he had success he was born with particular ability in ***mask*** playing in general and to made better wath he had,because a successful people before he had success he was born with particular ability in ***mask*** playing in general and to made better wath he had to do respect the other
1017877.txt,vocated,located,suppose that successful people are ***mask*** to make better in any,accord it is that i suppose that successful people are ***mask*** to make better in any way they operate and they,reason way i am in accord it is that i suppose that successful people are ***mask*** to make better in any way they operate and they want everytime a new target
1017877.txt,falliment,falliment,is the better way to ***mask*** or the die i support,general consider that take risks is the better way to ***mask*** or the die i support a different position and this,successful people the society in general consider that take risks is the better way to ***mask*** or the die i support a different position and this is that if a man
1019727.txt,theyrselves,themselves,worlds students should explore by ***mask*** depending on theyr interests,open the door to infinite worlds students should explore by ***mask*** depending on theyr interests,things we do know and open the door to infinite worlds students should explore by ***mask*** depending on theyr interests
1019727.txt,countryes,countries,a problem felt in other ***mask*** should give values to its,i pretty convinced it is a problem felt in other ***mask*** should give values to its students just the sense of,in conclusion italian school but i pretty convinced it is a problem felt in other ***mask*** should give values to its students just the sense of how many things we do
1019727.txt,phisic,physic,exception like for mathematic or ***mask*** moreover we can forget learned,the subjects but with some exception like for mathematic or ***mask*** moreover we can forget learned facts even because they could,same for the most of the subjects but with some exception like for mathematic or ***mask*** moreover we can forget learned facts even because they could not match with our everyday
1019727.txt,theyr,they,explore by theyrselves depending on ***mask*** interests,to infinite worlds students should explore by theyrselves depending on ***mask*** interests,know and open the door to infinite worlds students should explore by theyrselves depending on ***mask*** interests
1021251.txt,thinghs,things,taste a lot of different ***mask*** you can really chose one,because ony if you have taste a lot of different ***mask*** you can really chose one of this thinghs you have,to have a broad knowledge because ony if you have taste a lot of different ***mask*** you can really chose one of this thinghs you have to decide and fell wath
1021251.txt,organizeing,organizing,and we need that people ***mask*** themself in sector we need,period the word move quikly and we need that people ***mask*** themself in sector we need that people do their works,really important because in this period the word move quikly and we need that people ***mask*** themself in sector we need that people do their works at the best level and
1021251.txt,sistem,system,other knowledge not because our ***mask*** want it but because i,he also have to know other knowledge not because our ***mask*** want it but because i think that if we want,subject at the same time he also have to know other knowledge not because our ***mask*** want it but because i think that if we want to became a complet person
1021251.txt,quikly,quickly,this period the word move ***mask*** and we need that people,is really important because in this period the word move ***mask*** and we need that people organizeing themself in sector we,is the secon step this is really important because in this period the word move ***mask*** and we need that people organizeing themself in sector we need that people do their
1021251.txt,finsh,finish,begin to appear when you ***mask*** the hight school and i,one specific subject this problem begin to appear when you ***mask*** the hight school and i think t it never disappear,person who are specialise in one specific subject this problem begin to appear when you ***mask*** the hight school and i think t it never disappear i sad that is important
1021461.txt,frequence,frequency,need to submit a new ***mask*** to see it in past,then you discover that you need to submit a new ***mask*** to see it in past i had a lot of,a lot of light but then you discover that you need to submit a new ***mask*** to see it in past i had a lot of argues with people who sold
1021461.txt,surprices,surprises,who buy someting without bad ***mask***,clear and sure for people who buy someting without bad ***mask***,in advertising and made advertisements clear and sure for people who buy someting without bad ***mask***
1021492.txt,happyness,happiness,a car to find the ***mask*** in conclusion i am totally,buying a particular model of a car to find the ***mask*** in conclusion i am totally agree with the statement and,example that it is enough buying a particular model of a car to find the ***mask*** in conclusion i am totally agree with the statement and more i consider this behaviour
1021492.txt,enlargment,enlargement,of market and at the ***mask*** of the economic actors therefore,death of the local dimension of market and at the ***mask*** of the economic actors therefore the key word to understand,we can assist at the death of the local dimension of market and at the ***mask*** of the economic actors therefore the key word to understand this current process is competition
1021767.txt,judments,judgments,philosophical discussion about facts and ***mask*** in kant theory i suggests,here we could open a philosophical discussion about facts and ***mask*** in kant theory i suggests to the other students to,concept they are strongly connected here we could open a philosophical discussion about facts and ***mask*** in kant theory i suggests to the other students to make sure to know very
1021767.txt,comprenshion,compression,could extended to the general ***mask*** of the actual world politic,war history and this example could extended to the general ***mask*** of the actual world politic situation but without knowing facts,facts and dates linked to war history and this example could extended to the general ***mask*** of the actual world politic situation but without knowing facts it difficult to make a
1021767.txt,argoument,argument,a personal idea on an ***mask*** if we take for example,facts it difficult to make a personal idea on an ***mask*** if we take for example scientific fields we have to,politic situation but without knowing facts it difficult to make a personal idea on an ***mask*** if we take for example scientific fields we have to refuse this statement it impossible
1021767.txt,accettable,acceptable,historical studies it could be ***mask*** for example it is more,if it is referred to historical studies it could be ***mask*** for example it is more important for a student tho,is quite generic and incomplete if it is referred to historical studies it could be ***mask*** for example it is more important for a student tho understand why the world wars
1021767.txt,narrations,narration,have to believe in historical ***mask*** whithout the real possibility to,of the historical founts scholars have to believe in historical ***mask*** whithout the real possibility to control themselves the truely of,problem involved the eternal problem of the historical founts scholars have to believe in historical ***mask*** whithout the real possibility to control themselves the truely of a fact on the contrary
1021770.txt,producted,produced,than the previous which is ***mask*** by the same factory it,more capable to solve problem than the previous which is ***mask*** by the same factory it a continuous increase of production,more suitable product more comfortable more capable to solve problem than the previous which is ***mask*** by the same factory it a continuous increase of production to make businness move and
1021770.txt,businnes,business,nowadays businness in fact our ***mask*** is full of products that,as the best product in nowadays businness in fact our ***mask*** is full of products that are all the same but,try to show the product as the best product in nowadays businness in fact our ***mask*** is full of products that are all the same but are continuosly changed adding some
1021770.txt,bettert,better,that is shown to be ***mask*** than it,by the previous one but that is shown to be ***mask*** than it,new product that does differs by the previous one but that is shown to be ***mask*** than it
1021770.txt,reguard,regard,about any other product that ***mask*** our sanity and needs to,security or i can think about any other product that ***mask*** our sanity and needs to be tested clinically and that,contolled by tests to grant security or i can think about any other product that ***mask*** our sanity and needs to be tested clinically and that advertisement demonstrate i use a
1021770.txt,contolled,controlled,is presented more and more ***mask*** by tests to grant security,about the tooth paste that is presented more and more ***mask*** by tests to grant security or i can think about,for example i can talk about the tooth paste that is presented more and more ***mask*** by tests to grant security or i can think about any other product that reguard
1021770.txt,continuosly,continuously,all the same but are ***mask*** changed adding some more ingredients,full of products that are all the same but are ***mask*** changed adding some more ingredients to make people think it,in fact our businnes is full of products that are all the same but are ***mask*** changed adding some more ingredients to make people think it a more suitable product more
1021770.txt,concurrential,concurrential,this is possible only with ***mask*** product even if this means,to make businness move and this is possible only with ***mask*** product even if this means to show a new product,a continuous increase of production to make businness move and this is possible only with ***mask*** product even if this means to show a new product that does differs by the
1021770.txt,saled,sold,by the best people or ***mask*** only for best shops or,that product is used only by the best people or ***mask*** only for best shops or by a very famous testimonial,words for example by saying that product is used only by the best people or ***mask*** only for best shops or by a very famous testimonial like the most favourite character
1022215.txt,todaty,today,of cars we will use ***mask*** cars are considerate like a,which kind of cars we will use ***mask*** cars are considerate like a status symbol of the,which kind of cars we will use ***mask*** cars are considerate like a status symbol of the last century so i agree
102297.txt,tendence,tendency,park i can confirme this ***mask*** and i agree with the,for keeping clean our city park i can confirme this ***mask*** and i agree with the statement i ca stop asking,also lead a supporting group for keeping clean our city park i can confirme this ***mask*** and i agree with the statement i ca stop asking why young people do want
102297.txt,confirme,confirm,our city park i can ***mask*** this tendence and i agree,supporting group for keeping clean our city park i can ***mask*** this tendence and i agree with the statement i ca,since i also lead a supporting group for keeping clean our city park i can ***mask*** this tendence and i agree with the statement i ca stop asking why young people
102297.txt,extrascholastic,extra scholastic,homework parents will find some ***mask*** activities friends are also important,school does give them enough homework parents will find some ***mask*** activities friends are also important and something done with them,are very busy if the school does give them enough homework parents will find some ***mask*** activities friends are also important and something done with them seems to them to have
1023534.txt,manifactured,manufactured,a number of similar products ***mask*** by different companies that are,in most cases there are a number of similar products ***mask*** by different companies that are in competition for being bought,the main reasons is that in most cases there are a number of similar products ***mask*** by different companies that are in competition for being bought by costumers usually costumers will
1023547.txt,lecterature,literature,my school i study mainly ***mask*** matematic and science probably in,all life for example in my school i study mainly ***mask*** matematic and science probably in my future life i will,it is a important for all life for example in my school i study mainly ***mask*** matematic and science probably in my future life i will do not use the lecterature
1023547.txt,peaple,people,conclusion i think that the ***mask*** must know all in generic,try to do it in conclusion i think that the ***mask*** must know all in generic and some aspect in specific,in specific way but i try to do it in conclusion i think that the ***mask*** must know all in generic and some aspect in specific subject the important is study
1023547.txt,matematic,mathematics,school i study mainly lecterature ***mask*** and science probably in my,life for example in my school i study mainly lecterature ***mask*** and science probably in my future life i will do,is a important for all life for example in my school i study mainly lecterature ***mask*** and science probably in my future life i will do not use the lecterature or
1023547.txt,speific,specific,at general knowlwdge or at ***mask*** subject both are important in,it is very erract think at general knowlwdge or at ***mask*** subject both are important in my specific i like know,a general know of this it is very erract think at general knowlwdge or at ***mask*** subject both are important in my specific i like know many academic subject because i
1023547.txt,knowlwdge,knowledge,very erract think at general ***mask*** or at speific subject both,know of this it is very erract think at general ***mask*** or at speific subject both are important in my specific,is important have a general know of this it is very erract think at general ***mask*** or at speific subject both are important in my specific i like know many academic
1023547.txt,studi,study,mean that i do not ***mask*** lecterature or science it means,a architect this does not mean that i do not ***mask*** lecterature or science it means that of this two materials,because i want to do a architect this does not mean that i do not ***mask*** lecterature or science it means that of this two materials i can not know specific
1024274.txt,analisys,analysis,order to start a critical ***mask*** the only way to start,start learning the facts in order to start a critical ***mask*** the only way to start this process of understanding is,understand something you need to start learning the facts in order to start a critical ***mask*** the only way to start this process of understanding is starting from the knowledge of
1024274.txt,totalitarisms,totalitarianism,different political social and economical ***mask*** at last i would say,dynamics that brought to these different political social and economical ***mask*** at last i would say that you do really understand,knowing the historycal situation and dynamics that brought to these different political social and economical ***mask*** at last i would say that you do really understand anything if you ca prove
1024274.txt,empiric,empire,with facts is with an ***mask*** analisys of facts that you,prove it and explain it with facts is with an ***mask*** analisys of facts that you can prove what you have,understand anything if you ca prove it and explain it with facts is with an ***mask*** analisys of facts that you can prove what you have understood and why you believe
1024274.txt,comunism,communism,understand the basic ideas of ***mask*** or nazism without knowing the,my opinion clearer you ca understand the basic ideas of ***mask*** or nazism without knowing the historycal situation and dynamics that,example in order to make my opinion clearer you ca understand the basic ideas of ***mask*** or nazism without knowing the historycal situation and dynamics that brought to these different political
1024274.txt,historycal,historical,must know what was the ***mask*** situation in which this idea,to understand an idea you must know what was the ***mask*** situation in which this idea was created i make an,knowledge of facts in order to understand an idea you must know what was the ***mask*** situation in which this idea was created i make an example in order to make
1025752.txt,infuried,infuriated,orrible thing and i very ***mask*** with the persons that advertise,ingredients this is a very orrible thing and i very ***mask*** with the persons that advertise these things,there are some of the ingredients this is a very orrible thing and i very ***mask*** with the persons that advertise these things
