Filename,Error,Correction,Context_5,Context_10,Context_15
1017282.txt,economiesly,economic,properties or is the most ***mask*** and not which one looks,which one has the best properties or is the most ***mask*** and not which one looks like the best in the,a comparison between some products which one has the best properties or is the most ***mask*** and not which one looks like the best in the advertisement
1017876.txt,criterias,criteria,you understand to link certain ***mask*** that represent needs of customers,to success and the better you understand to link certain ***mask*** that represent needs of customers with a brand the more,opinion branding is the key to success and the better you understand to link certain ***mask*** that represent needs of customers with a brand the more successful you are it really
1017876.txt,dewalt,dealt,product is requested for instance ***mask*** offers a low quality product,deliver the right message your product is requested for instance ***mask*** offers a low quality product with a rather weak service,you offer reasonable quality and deliver the right message your product is requested for instance ***mask*** offers a low quality product with a rather weak service however their marketing is so
1021580.txt,unnececary,unnecessary,learing simple facts is totally ***mask*** no its more a kind,does not mean that just learing simple facts is totally ***mask*** no its more a kind a basic knowlage needed for,be made this of course does not mean that just learing simple facts is totally ***mask*** no its more a kind a basic knowlage needed for understanding and working with concepts
1021580.txt,factlearning,fact learning,important the statement that simple ***mask*** will nececary lead to failtue,of learning might appear realy important the statement that simple ***mask*** will nececary lead to failtue is not 100 true but,it that country both ways of learning might appear realy important the statement that simple ***mask*** will nececary lead to failtue is not 100 true but it contains a important message
1021580.txt,archieve,achieve,it is most important to ***mask*** a lot of vocabulary just,language so in the beginning it is most important to ***mask*** a lot of vocabulary just but simple fact learning and,example while learning a new language so in the beginning it is most important to ***mask*** a lot of vocabulary just but simple fact learning and later on using gramma here
1021580.txt,learing,learning,does not mean that just ***mask*** simple facts is totally unnececary,be made this of course does not mean that just ***mask*** simple facts is totally unnececary no its more a kind,organised system qualified decitions can be made this of course does not mean that just ***mask*** simple facts is totally unnececary no its more a kind a basic knowlage needed for
1021580.txt,informating,information,once this hole ammount of ***mask*** is put into a well,and how they will effect once this hole ammount of ***mask*** is put into a well understood and organised system qualified,what factors will effect them and how they will effect once this hole ammount of ***mask*** is put into a well understood and organised system qualified decitions can be made this
1021580.txt,nececary,necesary,statement that simple factlearning will ***mask*** lead to failtue is not,might appear realy important the statement that simple factlearning will ***mask*** lead to failtue is not 100 true but it contains,country both ways of learning might appear realy important the statement that simple factlearning will ***mask*** lead to failtue is not 100 true but it contains a important message and should
1021580.txt,markts,markets,factors effecting conjucture circels and ***mask*** but to put them in,secondary need as well as factors effecting conjucture circels and ***mask*** but to put them in context so if someone for,factors concerning consumer primary and secondary need as well as factors effecting conjucture circels and ***mask*** but to put them in context so if someone for example works at a company
1021580.txt,decitions,decisions,understood and organised system qualified ***mask*** can be made this of,is put into a well understood and organised system qualified ***mask*** can be made this of course does not mean that,this hole ammount of informating is put into a well understood and organised system qualified ***mask*** can be made this of course does not mean that just learing simple facts is
1021580.txt,completting,completing,commerce for being succesfull in ***mask*** this programm and later on,to a bachelor degree in commerce for being succesfull in ***mask*** this programm and later on be succesfull in a job,is a programm that leads to a bachelor degree in commerce for being succesfull in ***mask*** this programm and later on be succesfull in a job it its important to not
1021580.txt,householdneeds,household needs,market will develop and how ***mask*** will develop and what factors,a feeling for how a market will develop and how ***mask*** will develop and what factors will effect them and how,acting person needs to develop a feeling for how a market will develop and how ***mask*** will develop and what factors will effect them and how they will effect once this
1021580.txt,anderstand,understand,its not important to fully ***mask*** concepts like the gramma of,visit after the vacation again its not important to fully ***mask*** concepts like the gramma of the language if u plan,another country you maye never visit after the vacation again its not important to fully ***mask*** concepts like the gramma of the language if u plan on living it that country
1021580.txt,circels,circles,well as factors effecting conjucture ***mask*** and markts but to put,primary and secondary need as well as factors effecting conjucture ***mask*** and markts but to put them in context so if,of the factors concerning consumer primary and secondary need as well as factors effecting conjucture ***mask*** and markts but to put them in context so if someone for example works at
1021580.txt,bcom,boom,that statement is true the ***mask*** is a programm that leads,realy easy to see how that statement is true the ***mask*** is a programm that leads to a bachelor degree in,as an example it is realy easy to see how that statement is true the ***mask*** is a programm that leads to a bachelor degree in commerce for being succesfull in
1021580.txt,conjucture,conjecture,as well as factors effecting ***mask*** circels and markts but to,consumer primary and secondary need as well as factors effecting ***mask*** circels and markts but to put them in context so,know of the factors concerning consumer primary and secondary need as well as factors effecting ***mask*** circels and markts but to put them in context so if someone for example works
1021580.txt,knowlage,knowledge,more a kind a basic ***mask*** needed for understanding and working,is totally unnececary no its more a kind a basic ***mask*** needed for understanding and working with concepts if you ask,that just learing simple facts is totally unnececary no its more a kind a basic ***mask*** needed for understanding and working with concepts if you ask me after all both ways
1021580.txt,factstudding,factstudding,concept understanding based on the ***mask*** in more important there are,learning are important but the concept understanding based on the ***mask*** in more important there are of cource exceptions for example,after all both ways of learning are important but the concept understanding based on the ***mask*** in more important there are of cource exceptions for example while learning a new language
1021580.txt,failtue,failure,factlearning will nececary lead to ***mask*** is not 100 true but,important the statement that simple factlearning will nececary lead to ***mask*** is not 100 true but it contains a important message,of learning might appear realy important the statement that simple factlearning will nececary lead to ***mask*** is not 100 true but it contains a important message and should be used as
1021580.txt,nececarily,necessarily,facts and facts only will ***mask*** lead everyone sooner or later,learning facts and facts only will ***mask*** lead everyone sooner or later to failure this statements,learning facts and facts only will ***mask*** lead everyone sooner or later to failure this statements is a motivator and a
1021580.txt,basicknowlage,basic knowledge ,a language if its just ***mask*** for traveling in another country,well someone needs to learn a language if its just ***mask*** for traveling in another country you maye never visit after,gramma here it depends how well someone needs to learn a language if its just ***mask*** for traveling in another country you maye never visit after the vacation again its not
1022384.txt,competences,competence,by focussing on their key ***mask*** and by doing what they,companies staying in the market by focussing on their key ***mask*** and by doing what they already know how to do,course there are a few companies staying in the market by focussing on their key ***mask*** and by doing what they already know how to do well but to become successful
1023918.txt,chlidren,children,were much stronger with their ***mask*** than today older people enjoy,past in the past parents were much stronger with their ***mask*** than today older people enjoy their life with doing other,other way then in their past in the past parents were much stronger with their ***mask*** than today older people enjoy their life with doing other activities than the younger people
1023918.txt,freetime,free time,a disco to enjoy their ***mask*** they do things like travelling,go to a club or a disco to enjoy their ***mask*** they do things like travelling and walking around or reading,younger people do they have go to a club or a disco to enjoy their ***mask*** they do things like travelling and walking around or reading interesting books or something else
1023918.txt,opionen,opponent,the same basic in my ***mask*** older people enjoy their life,can not put them on the same basic in my ***mask*** older people enjoy their life in an other way then,than the younger people you can not put them on the same basic in my ***mask*** older people enjoy their life in an other way then in their past in the
1024264.txt,ficional,fictional,than facts facts are just ***mask*** and you often do not,to learn and to understand than facts facts are just ***mask*** and you often do not know how to use facts,more likely it is easier to learn and to understand than facts facts are just ***mask*** and you often do not know how to use facts properly in an important situation
1024264.txt,buisnesses,businesses,the trade buisness or in ***mask*** with processes have to know,an enterprise which is in the trade buisness or in ***mask*** with processes have to know more about ideas and concepts,to take a job in an enterprise which is in the trade buisness or in ***mask*** with processes have to know more about ideas and concepts it is very important to
1025464.txt,knowlegde,knowledge,so if you have the ***mask*** about a topic and you,know the background of it so if you have the ***mask*** about a topic and you take part in a discussion,or concept if you really know the background of it so if you have the ***mask*** about a topic and you take part in a discussion you really know what you
1026981.txt,onle,only,least most of the time ***mask*** then it is worth living,the same time or at least most of the time ***mask*** then it is worth living,aim to enjoy it at the same time or at least most of the time ***mask*** then it is worth living
1027505.txt,restricions,restrictions,general welth developement no political ***mask*** due to better technics and,today for reasons such as general welth developement no political ***mask*** due to better technics and mainly because people will be,cars in twenty years than today for reasons such as general welth developement no political ***mask*** due to better technics and mainly because people will be just as fascinated as today
1027505.txt,genfer,gender,crowded exhibitions like iaa or ***mask*** salon people from all classes,have a look at the crowded exhibitions like iaa or ***mask*** salon people from all classes come there to watch the,resonds exited to it just have a look at the crowded exhibitions like iaa or ***mask*** salon people from all classes come there to watch the cars and they are fascinated
1027505.txt,welth,wealth,for reasons such as general ***mask*** developement no political restricions due,in twenty years than today for reasons such as general ***mask*** developement no political restricions due to better technics and mainly,there will be less cars in twenty years than today for reasons such as general ***mask*** developement no political restricions due to better technics and mainly because people will be just
1027505.txt,resonds,responds,year probably will contiune public ***mask*** exited to it just have,fancier models from year to year probably will contiune public ***mask*** exited to it just have a look at the crowded,tendency to create nicer and fancier models from year to year probably will contiune public ***mask*** exited to it just have a look at the crowded exhibitions like iaa or genfer
1027505.txt,afterwards,afterwards,but on a monthly base ***mask*** there might be some critical,are not paid when bought but on a monthly base ***mask*** there might be some critical voices stating that there will,that more and more cars are not paid when bought but on a monthly base ***mask*** there might be some critical voices stating that there will be some laws in future
1027505.txt,contiune,continue,year to year probably will ***mask*** public resonds exited to it,nicer and fancier models from year to year probably will ***mask*** public resonds exited to it just have a look at,year this tendency to create nicer and fancier models from year to year probably will ***mask*** public resonds exited to it just have a look at the crowded exhibitions like iaa
1029769.txt,coures,course,interested in instead of taking ***mask*** in many different academic subjects,in which you are really interested in instead of taking ***mask*** in many different academic subjects because the student can focus,to take a study course in which you are really interested in instead of taking ***mask*** in many different academic subjects because the student can focus on one single topic if
1029769.txt,specilists,specialists,the student to generalists or ***mask*** some people say that it,is it better to educate the student to generalists or ***mask*** some people say that it is better to have a,academic education should be like is it better to educate the student to generalists or ***mask*** some people say that it is better to have a broad knowledge of many academic
1029769.txt,specailized,specialized,a good job finally being ***mask*** in one specific subject does,the best way to get a good job finally being ***mask*** in one specific subject does not prevent you from getting,specializing on one subject is the best way to get a good job finally being ***mask*** in one specific subject does not prevent you from getting in touch with other academic
1029769.txt,intellectualls,intellectuals,many decades professors politicians employers ***mask*** and students in germany have,for many decades professors politicians employers ***mask*** and students in germany have been discussing the question,for many decades professors politicians employers ***mask*** and students in germany have been discussing the question what an academic education should
1029769.txt,ingeneering,engineering,study course with mathematics or ***mask*** second companies nowadays are not,a literary cultural or media study course with mathematics or ***mask*** second companies nowadays are not interested in generalist because they,is very complicated to combine a literary cultural or media study course with mathematics or ***mask*** second companies nowadays are not interested in generalist because they need specialist there are only
1033201.txt,perfetct,perfect,product is always in a ***mask*** light when we see it,they really are firstly the product is always in a ***mask*** light when we see it in an advertisement obviously the,products seem much better than they really are firstly the product is always in a ***mask*** light when we see it in an advertisement obviously the producing firm does not want
1033201.txt,experiance,experience,use the product sometimes we ***mask*** some difficulties by using a,they really know how to use the product sometimes we ***mask*** some difficulties by using a product simply because we do,advertisements are always happy and they really know how to use the product sometimes we ***mask*** some difficulties by using a product simply because we do not know how to use
1033201.txt,proberly,properly,know how to use it ***mask*** imagine a new cellphone there,simply because we do not know how to use it ***mask*** imagine a new cellphone there are so many functions we,difficulties by using a product simply because we do not know how to use it ***mask*** imagine a new cellphone there are so many functions we sipmly do not know how
1033201.txt,sipmly,simply,are so many functions we ***mask*** do not know how to,imagine a new cellphone there are so many functions we ***mask*** do not know how to handle it with all its,how to use it proberly imagine a new cellphone there are so many functions we ***mask*** do not know how to handle it with all its possible features to conclude i
1034006.txt,catastrophies,catastrophes,causes climate changes and natural ***mask*** that allready effect people im,the pollution of the air causes climate changes and natural ***mask*** that allready effect people im an amount that makes them,burnt in motors of cars the pollution of the air causes climate changes and natural ***mask*** that allready effect people im an amount that makes them change their thinking towards a
1034006.txt,recharched,researched,by batteries that can be ***mask*** these alternative are not competitive,with hydrogen or motors powered by batteries that can be ***mask*** these alternative are not competitive yet but as soon as,would be motors that run with hydrogen or motors powered by batteries that can be ***mask*** these alternative are not competitive yet but as soon as we run out of oil
1034006.txt,mayby,maybe,a means of transport but ***mask*** there will be many cars,and people need cars as a means of transport but ***mask*** there will be many cars that do need petrol any,can afford to by cars and people need cars as a means of transport but ***mask*** there will be many cars that do need petrol any more our scientists find out
1034006.txt,pwer,power,will use clean energy to ***mask*** them,in our cars and we will use clean energy to ***mask*** them,will all be flying around in our cars and we will use clean energy to ***mask*** them
1034419.txt,convinved,convinced,activities secondly some people are ***mask*** that mostly all old people,to join different clubs or activities secondly some people are ***mask*** that mostly all old people are ill and have problems,to be supported and motivated to join different clubs or activities secondly some people are ***mask*** that mostly all old people are ill and have problems with habits they used to
1034419.txt,frustated,frustrated,majority of old people is ***mask*** and isolated from society old,nowadays the majority of old people is ***mask*** and isolated from society old people have no life,nowadays the majority of old people is ***mask*** and isolated from society old people have no life quality and numerous of people
1034419.txt,constantanously,constant,it but because of the ***mask*** innovation and the developement of,there is some truth in it but because of the ***mask*** innovation and the developement of researches concerning cancer and other,help to a certain extend there is some truth in it but because of the ***mask*** innovation and the developement of researches concerning cancer and other illnesses old people had to
1034419.txt,enyoy,enjoy,be said that young people ***mask*** their lifes more because it,thy want it can not be said that young people ***mask*** their lifes more because it is always depending to your,able to do what ever thy want it can not be said that young people ***mask*** their lifes more because it is always depending to your thinking
