Filename,Error,Correction,Context_5,Context_10,Context_15
1009768.txt,tecnology,technology,people start to with the ***mask*** and it affects to the,the technology and it equipments people start to with the ***mask*** and it affects to the daily life everybody started to,world which is surrounded by the technology and it equipments people start to with the ***mask*** and it affects to the daily life everybody started to meet new things which make
101063.txt,easly,easily,you can not sell it ***mask*** for example when you watch,disorder characteristic of the product you can not sell it ***mask*** for example when you watch tv you never met any,some of the wrong or disorder characteristic of the product you can not sell it ***mask*** for example when you watch tv you never met any advertisement mention about some side
101063.txt,adverticement,advertisement,hamburger restaurant do not any ***mask*** about how dangerous is feeding,medicine some foods etc any hamburger restaurant do not any ***mask*** about how dangerous is feeding with fast foods but we,some side effect of some medicine some foods etc any hamburger restaurant do not any ***mask*** about how dangerous is feeding with fast foods but we know when we eat much
101063.txt,weigth,weight,much more hamburger we take ***mask*** if we apply morgage to,we know when we eat much more hamburger we take ***mask*** if we apply morgage to buy a home we can,feeding with fast foods but we know when we eat much more hamburger we take ***mask*** if we apply morgage to buy a home we can met some bad situation when
101063.txt,montly,monthly,when we do not pay ***mask*** bill but any of them,can met some bad situation when we do not pay ***mask*** bill but any of them do not explain these un,to buy a home we can met some bad situation when we do not pay ***mask*** bill but any of them do not explain these un nice results of the commercial
1011436.txt,thw,the,competition and consumer boards of ***mask*** countries have to control the,because of this situation the competition and consumer boards of ***mask*** countries have to control the advertisements and the consumers must,to compete in the market because of this situation the competition and consumer boards of ***mask*** countries have to control the advertisements and the consumers must be informed about their legal
1011436.txt,producs,products,problem with one of the ***mask*** they purchased since the advertisements,the people have faced a problem with one of the ***mask*** they purchased since the advertisements only focus on the positive,is obvious that most of the people have faced a problem with one of the ***mask*** they purchased since the advertisements only focus on the positive ways of the product none
1011436.txt,rigths,rights,be informed about their legal ***mask*** against the producers,advertisements and the consumers must be informed about their legal ***mask*** against the producers,countries have to control the advertisements and the consumers must be informed about their legal ***mask*** against the producers
1011436.txt,visional,visual,are being attracted by the ***mask*** effects by the sector hence,improvements in computer technology consumers are being attracted by the ***mask*** effects by the sector hence they assume that the product,in addition due to the improvements in computer technology consumers are being attracted by the ***mask*** effects by the sector hence they assume that the product is suitable for them or
1011436.txt,througth,through,all instructions of the product ***mask*** the advertisements since a well,try to not announce the all instructions of the product ***mask*** the advertisements since a well informed consumer may change her,to the competition the producers try to not announce the all instructions of the product ***mask*** the advertisements since a well informed consumer may change her mind and buy an another
1013452.txt,esasy,essay,extend the limit of this ***mask*** cars are going to be,and many possible others that extend the limit of this ***mask*** cars are going to be replaced realtively by its alternatives,of the drives mentioned here and many possible others that extend the limit of this ***mask*** cars are going to be replaced realtively by its alternatives maybe these drives will let
1013452.txt,realtively,relatively,are going to be replaced ***mask*** by its alternatives maybe these,limit of this esasy cars are going to be replaced ***mask*** by its alternatives maybe these drives will let car industries,possible others that extend the limit of this esasy cars are going to be replaced ***mask*** by its alternatives maybe these drives will let car industries to develop new cheap and
1013452.txt,accesibility,accessibility,cars seem like providing more ***mask*** than their alternatives since one,uncomparable to its alternatives despite cars seem like providing more ***mask*** than their alternatives since one can drive whereever he wants,a trafic problem which is uncomparable to its alternatives despite cars seem like providing more ***mask*** than their alternatives since one can drive whereever he wants and whenever this fact also
1013452.txt,uncomperable,incomparable,technologies which will make them ***mask*** to cars,usage and will develop futher technologies which will make them ***mask*** to cars,the advantage of their increasing usage and will develop futher technologies which will make them ***mask*** to cars
1013452.txt,enviroamental,environmental,styles or facing results of ***mask*** disorder in conclusion it seems,decision between altering their mobility styles or facing results of ***mask*** disorder in conclusion it seems that because of the drives,will make people take a decision between altering their mobility styles or facing results of ***mask*** disorder in conclusion it seems that because of the drives mentioned here and many possible
1013452.txt,uncomparable,incomparable,a trafic problem which is ***mask*** to its alternatives despite cars,to this cars aslo create a trafic problem which is ***mask*** to its alternatives despite cars seem like providing more accesibility,ships and planes in addition to this cars aslo create a trafic problem which is ***mask*** to its alternatives despite cars seem like providing more accesibility than their alternatives since one
1013452.txt,enviromet,enviroment,gasses released cars also damage ***mask*** by creating sound pollution and,replaced in addition to harmful gasses released cars also damage ***mask*** by creating sound pollution and indirectly by drivers demanding more,make it likely to be replaced in addition to harmful gasses released cars also damage ***mask*** by creating sound pollution and indirectly by drivers demanding more roads the more cars there
1015409.txt,criterias,criteria,of the subways in financial ***mask*** and if we consider the,start to understand the advantages of the subways in financial ***mask*** and if we consider the fact that the decrease in,kind of financial loss people start to understand the advantages of the subways in financial ***mask*** and if we consider the fact that the decrease in petrol would increase the price
1015723.txt,advertisemets,advertisements,than they actually are in ***mask*** so i agree with the,my oppinion products seem better than they actually are in ***mask*** so i agree with the statement in order to make,in my oppinion products seem better than they actually are in ***mask*** so i agree with the statement in order to make any inference about the
1015723.txt,obviosly,obviously,advertisement does it reflect reality ***mask*** what made them that good,are extremely happy on the advertisement does it reflect reality ***mask*** what made them that good looking is not diet coke,they almost always look good are extremely happy on the advertisement does it reflect reality ***mask*** what made them that good looking is not diet coke as any person will admit
1015723.txt,adverstisements,advertisements,whom they are being produced ***mask*** are for firms that wish,to consider why and by whom they are being produced ***mask*** are for firms that wish to increase the sales of,the advertisements we first have to consider why and by whom they are being produced ***mask*** are for firms that wish to increase the sales of a product apart from a
1016245.txt,specializition,specialization,specialized in any type of ***mask*** they will not have any,if the doctors are not specialized in any type of ***mask*** they will not have any specialized topic and again a,are specialized for for example if the doctors are not specialized in any type of ***mask*** they will not have any specialized topic and again a turkish sentence they will say
1016245.txt,academical,academic,the need and requirements of ***mask*** environment is changing and i,is given in the question the need and requirements of ***mask*** environment is changing and i think the trend is going,disagree with the statement which is given in the question the need and requirements of ***mask*** environment is changing and i think the trend is going through to specialization specialization means
1016245.txt,opininos,opinions,will try to explain my ***mask*** about the issue which i,better in this essay i will try to explain my ***mask*** about the issue which i wrote above before from writing,argued to determine which is better in this essay i will try to explain my ***mask*** about the issue which i wrote above before from writing details of my opinion i
1017089.txt,assumethese,assume these,will be more obvious i ***mask*** are some of the reasons,and two students my point will be more obvious i ***mask*** are some of the reasons why the number of cars,who are mother and father and two students my point will be more obvious i ***mask*** are some of the reasons why the number of cars in use will not decrease
1017089.txt,pompuos,pompous,licence everywhere there is so ***mask*** information about new technology and,drive before having a driver licence everywhere there is so ***mask*** information about new technology and cars it makes you feel,about cars learned how to drive before having a driver licence everywhere there is so ***mask*** information about new technology and cars it makes you feel like you have to have
1017089.txt,noticably,noticeably,number of cars in use ***mask*** increased although it might not,at the last 20 years number of cars in use ***mask*** increased although it might not be valid for every single,people taste when we look at the last 20 years number of cars in use ***mask*** increased although it might not be valid for every single country around the world because
1021024.txt,helpfull,helpful,one specific subject would be ***mask*** in your business career in,the shortest time possible also one specific subject would be ***mask*** in your business career in the business life executors look,to reach your destination at the shortest time possible also one specific subject would be ***mask*** in your business career in the business life executors look for more specilized individuals for
1021024.txt,foretsry,forestry,industry and i graduated in ***mask*** so now i know a,instance i work in forest industry and i graduated in ***mask*** so now i know a lot of things about timber,to get good salary for instance i work in forest industry and i graduated in ***mask*** so now i know a lot of things about timber plant solid wood and like
1021024.txt,concantrate,concentrate,standarts of living he must ***mask*** on one specific subject and,enough salary to have high standarts of living he must ***mask*** on one specific subject and be expert about that position,in one company and have enough salary to have high standarts of living he must ***mask*** on one specific subject and be expert about that position taking into consideration everything one
1021024.txt,specilized,specialized,life executors look for more ***mask*** individuals for example it is,business career in the business life executors look for more ***mask*** individuals for example it is not enough to graduate from,would be helpfull in your business career in the business life executors look for more ***mask*** individuals for example it is not enough to graduate from business administration to acquire a
1021024.txt,obout,about,everything one should prefer specializing ***mask*** one specific issue and utilize,that position taking into consideration everything one should prefer specializing ***mask*** one specific issue and utilize this information to have high,subject and be expert about that position taking into consideration everything one should prefer specializing ***mask*** one specific issue and utilize this information to have high career throughout his life that
1021024.txt,standarts,standards,enough salary to have high ***mask*** of living he must concantrate,in one company and have enough salary to have high ***mask*** of living he must concantrate on one specific subject and,employed with a high position in one company and have enough salary to have high ***mask*** of living he must concantrate on one specific subject and be expert about that position
1021027.txt,inctance,instance,elements of our lives for ***mask*** we have built large roads,so that they became crucial elements of our lives for ***mask*** we have built large roads bridges or traffic rules to,they are not new technologies so that they became crucial elements of our lives for ***mask*** we have built large roads bridges or traffic rules to use them effectively and even
1021027.txt,backdraws,drawbacks,but in my opinion the ***mask*** of these little vehicles are,they are up to now but in my opinion the ***mask*** of these little vehicles are so many that people will,popular in following years as they are up to now but in my opinion the ***mask*** of these little vehicles are so many that people will find new options in twenty
1021364.txt,phsical,physical,disadvantages young people have their ***mask*** superiority they are healty energic,has their own advantages and disadvantages young people have their ***mask*** superiority they are healty energic social attractve but they are,always every periodes of life has their own advantages and disadvantages young people have their ***mask*** superiority they are healty energic social attractve but they are at bottom of life they
1021364.txt,greate,great,actautelly life has two ***mask*** phases young and adult,actautelly life has two ***mask*** phases young and adult all the stages of life,actautelly life has two ***mask*** phases young and adult all the stages of life has great importance and value
1021364.txt,actautelly,actually,***mask*** life has two greate,***mask*** life has two greate phases young and adult all,***mask*** life has two greate phases young and adult all the stages of life has
1021364.txt,attractve,attractive,they are healty energic social ***mask*** but they are at bottom,people have their phsical superiority they are healty energic social ***mask*** but they are at bottom of life they have to,own advantages and disadvantages young people have their phsical superiority they are healty energic social ***mask*** but they are at bottom of life they have to learn and earn their life
1021364.txt,periodes,periods,advantages but not always every ***mask*** of life has their own,value being young is sometime advantages but not always every ***mask*** of life has their own advantages and disadvantages young people,life has great importance and value being young is sometime advantages but not always every ***mask*** of life has their own advantages and disadvantages young people have their phsical superiority they
1021364.txt,energic,energy,phsical superiority they are healty ***mask*** social attractve but they are,disadvantages young people have their phsical superiority they are healty ***mask*** social attractve but they are at bottom of life they,has their own advantages and disadvantages young people have their phsical superiority they are healty ***mask*** social attractve but they are at bottom of life they have to learn and earn
1022285.txt,enviromentalist,environmentalist,the environment for example many ***mask*** people do not use cars,to become more considerate about the environment for example many ***mask*** people do not use cars for transportation they prefer public,have seen this led people to become more considerate about the environment for example many ***mask*** people do not use cars for transportation they prefer public transportation or use their bike
1022285.txt,ehenever,whenever,better prefer other transportation ways ***mask*** you can,and other people s lives better prefer other transportation ways ***mask*** you can,results to make your life and other people s lives better prefer other transportation ways ***mask*** you can
1022439.txt,preffering,prefering ,is an egoistic attitude because ***mask*** the public transportation would solve,traffic jam i believe this is an egoistic attitude because ***mask*** the public transportation would solve a lot of problems especially,burdensome ride with all the traffic jam i believe this is an egoistic attitude because ***mask*** the public transportation would solve a lot of problems especially the traffic jam as i
1022439.txt,remeneber,remember,in each passing day i ***mask*** one it was impossible to,public transportation devises are improving in each passing day i ***mask*** one it was impossible to imagine a train passing through,it is true that the public transportation devises are improving in each passing day i ***mask*** one it was impossible to imagine a train passing through a tunnel which is under
1022439.txt,technologic,technology,even though there is incredible ***mask*** progressions occur in transportation sociologic,use than there are today even though there is incredible ***mask*** progressions occur in transportation sociologic researches have shown us that,will be fewer cars in use than there are today even though there is incredible ***mask*** progressions occur in transportation sociologic researches have shown us that a car is more than
1022439.txt,developping,developing,a social status although the ***mask*** technologies are making our lives,it is an indicator of a social status although the ***mask*** technologies are making our lives more comfortable still people have,than an instrument of transportation it is an indicator of a social status although the ***mask*** technologies are making our lives more comfortable still people have cravings for objects of desires
1022439.txt,stament,statement,i would really wish this ***mask*** would turn out to be,as an object of desire i would really wish this ***mask*** would turn out to be true but i do not,car as an object of desire i would really wish this ***mask*** would turn out to be true but i do not think that in twenty
1022439.txt,vallets,valleys,specific places of istanbul the ***mask*** arrange them in an order,lots are like galleries in specific places of istanbul the ***mask*** arrange them in an order where the most expensive cars,a parking lot the parking lots are like galleries in specific places of istanbul the ***mask*** arrange them in an order where the most expensive cars are displayed with great care
1023222.txt,phsics,physics,you have to know mathematics ***mask*** and also chemistry to solve,for example in engineering problems you have to know mathematics ***mask*** and also chemistry to solve it i think a person,many knowledges about different subject for example in engineering problems you have to know mathematics ***mask*** and also chemistry to solve it i think a person also must be good at
1023222.txt,spesific,specific,having broad knowledge in one ***mask*** subject helps people to find,what will happen about people having broad knowledge in one ***mask*** subject helps people to find a job i think if,gives him new opinion about what will happen about people having broad knowledge in one ***mask*** subject helps people to find a job i think if you are really really well
1023222.txt,inthernet,internet,it that can be in ***mask*** or in newspaper and other,i enjoy read something about it that can be in ***mask*** or in newspaper and other reason for having more academic,him what he asked and i enjoy read something about it that can be in ***mask*** or in newspaper and other reason for having more academic subjects is that makes people
1023222.txt,convidence,confidence,this gives a person self ***mask*** for example i an engineer,knows everything in this subject this gives a person self ***mask*** for example i an engineer and i know many thins,at one subject and he knows everything in this subject this gives a person self ***mask*** for example i an engineer and i know many thins about steel if any body
1023222.txt,knowledges,knowledge,one subject it requires many ***mask*** about different subject for example,them ca solve by knowing one subject it requires many ***mask*** about different subject for example in engineering problems you have,the world and much of them ca solve by knowing one subject it requires many ***mask*** about different subject for example in engineering problems you have to know mathematics phsics and
1023222.txt,awerage,average,both of it for being ***mask*** than others,us at all people need both of it for being ***mask*** than others,one spesific subject ca helps us at all people need both of it for being ***mask*** than others
1023222.txt,demostare,demostrate,a subject but if you ***mask*** them you best in it,2 or 3 person for a subject but if you ***mask*** them you best in it company prefers to hire only,your work because companies hires 2 or 3 person for a subject but if you ***mask*** them you best in it company prefers to hire only one i think that only
1023222.txt,saveral,several,people have ***mask*** things for getting in,people have ***mask*** things for getting in knowledge there is many training,people have ***mask*** things for getting in knowledge there is many training subjects that people have broad
102535.txt,plentiness,plenty,nature of knowledge such as ***mask*** and complexity since the 17th,academic subjects because of the nature of knowledge such as ***mask*** and complexity since the 17th century many inventions were made,a broad knowledge of many academic subjects because of the nature of knowledge such as ***mask*** and complexity since the 17th century many inventions were made information used to make these
102535.txt,departmens,department,to finish all of these ***mask*** at the same time so,such that it is impossible to finish all of these ***mask*** at the same time so having a broad knowledge in,only one of these subdepartments such that it is impossible to finish all of these ***mask*** at the same time so having a broad knowledge in many academic subjects are not
102535.txt,aconomics,economics,university for instance business administration ***mask*** international trade are subdepartments of,have also subdepartments in my university for instance business administration ***mask*** international trade are subdepartments of social sciences faculty a person,etc all of these departments have also subdepartments in my university for instance business administration ***mask*** international trade are subdepartments of social sciences faculty a person can only attend only one
102535.txt,specilize,specialize,the illness aids you should ***mask*** on viruses which are the,illness for example to cure the illness aids you should ***mask*** on viruses which are the cause of aids knowing many,you want to cure an illness for example to cure the illness aids you should ***mask*** on viruses which are the cause of aids knowing many academic subjects such as optic
102535.txt,pschology,psychology,academic subjects such as optic ***mask*** literature will not make any,cause of aids knowing many academic subjects such as optic ***mask*** literature will not make any use to cure aids since,on viruses which are the cause of aids knowing many academic subjects such as optic ***mask*** literature will not make any use to cure aids since you can only learn by
1025965.txt,manegerial,managerial,ability in engineering skills and ***mask*** skills and i always studied,needs to have both an ability in engineering skills and ***mask*** skills and i always studied hard and never afraid of,in a company engineering management needs to have both an ability in engineering skills and ***mask*** skills and i always studied hard and never afraid of taking risk on my job
1025965.txt,wiew,view,will explain my point of ***mask*** in this situation we know,reasons and examples listed below will explain my point of ***mask*** in this situation we know that the world is changing,no confidence on them the reasons and examples listed below will explain my point of ***mask*** in this situation we know that the world is changing rapidly technology is improving and
1025965.txt,seccessful,successful,you want to be a ***mask*** person you dont have to,a general truth that if you want to be a ***mask*** person you dont have to need to take risks but,people argue as if its a general truth that if you want to be a ***mask*** person you dont have to need to take risks but to be frank i have
1027139.txt,encjoy,enjoy,cultures and peoples they can ***mask*** doing something wiht their friends,about different thinks on different cultures and peoples they can ***mask*** doing something wiht their friends like talking laugfing and having,like sports arts literature learning about different thinks on different cultures and peoples they can ***mask*** doing something wiht their friends like talking laugfing and having fun together or alone old
1027139.txt,thouth,thought,in the past they may ***mask*** and esperienced similar thinks with,old people was also younger in the past they may ***mask*** and esperienced similar thinks with the younger now being an,having fun together or alone old people was also younger in the past they may ***mask*** and esperienced similar thinks with the younger now being an older person is not break
1027139.txt,cange,change,is a personal things it ***mask*** form person to person some,a big problem if it is a personal things it ***mask*** form person to person some of the people can enjoy,are being age is not a big problem if it is a personal things it ***mask*** form person to person some of the people can enjoy doing something other not also
1027139.txt,laugfing,laughing,wiht their friends like talking ***mask*** and having fun together or,they can encjoy doing something wiht their friends like talking ***mask*** and having fun together or alone old people was also,on different cultures and peoples they can encjoy doing something wiht their friends like talking ***mask*** and having fun together or alone old people was also younger in the past they
1027139.txt,esperienced,experienced,past they may thouth and ***mask*** similar thinks with the younger,was also younger in the past they may thouth and ***mask*** similar thinks with the younger now being an older person,together or alone old people was also younger in the past they may thouth and ***mask*** similar thinks with the younger now being an older person is not break the people
1027139.txt,felings,feelings,break the people affection and ***mask*** old people can have enjoyment,an older person is not break the people affection and ***mask*** old people can have enjoyment different things i think like,with the younger now being an older person is not break the people affection and ***mask*** old people can have enjoyment different things i think like meeting their friends and their
1027152.txt,espeacially,especially,creates a problem of pollution ***mask*** in the big cities it,many cars all around this creates a problem of pollution ***mask*** in the big cities it is a very usual thing,becase nowadays there are too many cars all around this creates a problem of pollution ***mask*** in the big cities it is a very usual thing to smell the gas getting
1027152.txt,physcological,physiological,each other imagine also the ***mask*** effects of all these accidents,the traffic rules and killing each other imagine also the ***mask*** effects of all these accidents on the society the third,because of people not obeying the traffic rules and killing each other imagine also the ***mask*** effects of all these accidents on the society the third problem is the air polution
1027152.txt,decrases,decreases,and his efficiency for working ***mask*** by half each day try,result the person gets unhappy and his efficiency for working ***mask*** by half each day try to imagine this situation happening,agressive towards everything as a result the person gets unhappy and his efficiency for working ***mask*** by half each day try to imagine this situation happening to the most members of
1027152.txt,sociey,society,the most members of the ***mask*** the second problem is the,imagine this situation happening to the most members of the ***mask*** the second problem is the car accidents each day we,half each day try to imagine this situation happening to the most members of the ***mask*** the second problem is the car accidents each day we hear about car accidents just
1027152.txt,polution,pollution,third problem is the air ***mask*** becase nowadays there are too,accidents on the society the third problem is the air ***mask*** becase nowadays there are too many cars all around this,physcological effects of all these accidents on the society the third problem is the air ***mask*** becase nowadays there are too many cars all around this creates a problem of pollution
1028152.txt,soceity,society,all the members of a ***mask*** should be educated in one,academic subjects which he wants all the members of a ***mask*** should be educated in one subject to give benefits the,have education about other many academic subjects which he wants all the members of a ***mask*** should be educated in one subject to give benefits the his or her society this
1028152.txt,carieer,career,will not have a good ***mask*** for his or her future,job and he or she will not have a good ***mask*** for his or her future life if a person wants,will not find a good job and he or she will not have a good ***mask*** for his or her future life if a person wants to have knowledge about many
1028152.txt,asist,assist,more effective and then they ***mask*** their students on that way,areas which the students are more effective and then they ***mask*** their students on that way those students take the courses,students and find out the areas which the students are more effective and then they ***mask*** their students on that way those students take the courses which their teachers directed to
1028903.txt,teleporation,teleportation,the number of cars is ***mask*** that is transfer of matter,innovation that might help reduce the number of cars is ***mask*** that is transfer of matter from one place to another,having traffic problem the only innovation that might help reduce the number of cars is ***mask*** that is transfer of matter from one place to another via light waves however this
1028903.txt,exorbiant,exorbitant,these vehicles will be too ***mask*** to make they good buys,previous discussion the price of these vehicles will be too ***mask*** to make they good buys at least for the average,decrease and as in my previous discussion the price of these vehicles will be too ***mask*** to make they good buys at least for the average consumer the only argument that
1028903.txt,healths,health,out and harmed their physical ***mask*** more than enough this way,polluted the environment stressed themselves out and harmed their physical ***mask*** more than enough this way they will send their cars,and say that they have polluted the environment stressed themselves out and harmed their physical ***mask*** more than enough this way they will send their cars to junkyards for recycling and
1029996.txt,agreee,agree,that first reason why i ***mask*** with the statement is the,reasons why i think like that first reason why i ***mask*** with the statement is the fact that there are huge,the facts there are supportive reasons why i think like that first reason why i ***mask*** with the statement is the fact that there are huge numbers of facts and details
1030770.txt,traviling,traveling,view in to the world ***mask*** alone sometimes can be hard,to develop your point of view in to the world ***mask*** alone sometimes can be hard for people on my part,one of the fundemantel value to develop your point of view in to the world ***mask*** alone sometimes can be hard for people on my part i agree that travelling with
